symptoms,severity,max_weight,num_symptoms
"high fever with chills, swollen lymph nodes, persistent headache, coughing blood, severe infection signs",ORANGE,6,5
"chest pain, no pulse detected, blue lips",RED,7,3
"high fever with chills, facial drooping, ear pain, insomnia, persistent headache",ORANGE,6,5
diarrhea,YELLOW,3,1
"seizure single, chemical exposure, shortness of breath",ORANGE,6,3
"persistent fatigue, chest tightness",YELLOW,4,2
chest pain,RED,7,1
"seizure continuous, occasional heartburn, heart attack symptoms, mild fatigue",RED,7,4
"joint pain, wheezing, jaundice",YELLOW,4,3
"dandruff, paper cut, mild cough",GREEN,1,3
"severe allergic reaction, sudden weakness, mild anxiety, high fever with chills",ORANGE,6,4
"high fever with chills, swollen lymph nodes, open wound deep, slight sore throat, severe headache",ORANGE,5,5
"watery eyes, mild sunburn, mild stomach discomfort",GREEN,2,3
mild acne,GREEN,1,1
sneezing,GREEN,1,1
"sudden weakness, toothache severe, difficulty speaking suddenly, abdominal pain, mild anxiety",ORANGE,6,5
"mild cough, fever, eye pain, occasional heartburn",YELLOW,4,4
"mild stomach discomfort, chapped lips",GREEN,2,2
"mild itching, common cold, mild fatigue",GREEN,2,3
"chronic indigestion, mild acne",YELLOW,3,2
"mild fatigue, electrocution, stab wound, loss of consciousness prolonged",RED,7,4
"persistent headache, mild itching, muscle cramps",YELLOW,3,3
"mild fatigue, massive hemorrhage, chest tightness",RED,7,3
minor bruise,GREEN,1,1
slight sore throat,GREEN,1,1
"mild body ache, mild sunburn, insomnia",GREEN,2,3
"eye injury, vomiting blood, spinal injury suspected",RED,7,3
"runny nose, diabetic emergency, mild anxiety, head injury, confusion",ORANGE,6,5
"mild acne, chest tightness, persistent fatigue, persistent cough, mild body ache, mild nausea",YELLOW,4,6
"sore throat with fever, hiccups",YELLOW,4,2
"mild cough, confusion",ORANGE,5,2
"severe bleeding uncontrolled, not breathing, vomiting, severe abdominal pain, minor bruise, stroke symptoms",RED,7,6
"no pulse detected, multi organ failure signs, common cold, mild stomach discomfort, confusion",RED,7,5
"severe infection signs, head injury, mild sunburn, frequent urination",ORANGE,6,4
"painful urination, runny nose, vomiting",YELLOW,4,3
"dry skin, minor mouth ulcer, muscle soreness after exercise",GREEN,2,3
mild itching,GREEN,1,1
"mild acne, minor bruise, watery eyes",GREEN,1,3
"facial drooping, severe chest tightness, severe headache",ORANGE,6,3
"mild body ache, hiccups, no pulse detected, numbness one side",RED,7,4
"persistent headache, severe burn, severe infection signs, facial drooping",ORANGE,6,4
"occasional heartburn, paper cut",GREEN,2,2
"stroke symptoms, cardiac arrest",RED,7,2
"persistent headache, muscle cramps, minor bruise, chronic indigestion, mild bloating, occasional heartburn",YELLOW,3,6
"coughing blood, severe allergic reaction, severe nosebleed, weight loss unintentional",ORANGE,6,4
"persistent fatigue, vomiting, frequent urination, stuffy nose, dandruff",YELLOW,4,5
"dandruff, nausea and vomiting, eye injury",ORANGE,5,3
"mild cough, mild allergies, dry skin",GREEN,2,3
"seizure single, fever",ORANGE,5,2
"diabetic emergency, blood in stool, high fever",ORANGE,6,3
"nausea and vomiting, sore throat with fever, mild cough",YELLOW,4,3
"runny nose, mild fatigue, diarrhea",YELLOW,3,3
"chest pain, blue lips, high fever, confusion",RED,7,4
"blue lips, cardiac arrest, severe bleeding uncontrolled",RED,7,3
"severe chest tightness, mild body ache, swollen lymph nodes, stab wound",RED,7,4
"mild allergies, blood in urine, ankle swelling, tension pneumothorax, not breathing",RED,7,5
"minor mouth ulcer, dizziness",YELLOW,4,2
"mild stomach discomfort, paper cut, runny nose",GREEN,2,3
mild sunburn,GREEN,2,1
"mild body ache, severe pain, broken bone visible, high fever, difficulty speaking suddenly, vomiting",ORANGE,6,6
gunshot wound,RED,7,1
"minor mouth ulcer, paper cut, watery eyes",GREEN,2,3
animal bite deep,ORANGE,5,1
"severe trauma, blue lips, loss of consciousness brief, mild constipation, watery eyes",RED,7,5
"severe pain, open wound deep, severe allergic reaction, nausea and vomiting",ORANGE,6,4
"sneezing, mild itching, mild anxiety",GREEN,2,3
"severe chest tightness, open wound deep, shortness of breath",ORANGE,6,3
sneezing,GREEN,1,1
"mild constipation, slight sore throat, severe infection signs, open wound deep, severe abdominal pain",ORANGE,6,5
"mild stomach discomfort, mild anxiety",GREEN,2,2
"spinal injury suspected, multi organ failure signs",RED,7,2
minor fracture pain,YELLOW,4,1
"abdominal pain, massive hemorrhage",RED,7,2
muscle soreness after exercise,GREEN,2,1
"loss of consciousness prolonged, blue lips",RED,7,2
"high fever with chills, weight loss unintentional, confusion, dizziness, vomiting",ORANGE,5,5
mild allergies,GREEN,2,1
"minor rash, chronic indigestion, mild stomach discomfort, coughing blood",ORANGE,6,4
"mild sunburn, mild stomach discomfort",GREEN,2,2
"seizure single, sprained ankle, severe headache",ORANGE,5,3
severe burn,ORANGE,6,1
gunshot wound,RED,7,1
"blood in urine, broken bone visible, open wound deep",ORANGE,6,3
"sudden weakness, mild headache, watery eyes, open wound deep",ORANGE,5,4
"mild constipation, mild itching, mild fatigue",GREEN,2,3
"severe burn, drug overdose suspected",ORANGE,6,2
minor mouth ulcer,GREEN,2,1
"insomnia, mild sunburn",GREEN,2,2
severe trauma,RED,7,1
"mild cough, mild headache",GREEN,1,2
"broken bone visible, sore throat with fever",ORANGE,6,2
"sprained ankle, persistent fatigue, nausea and vomiting",YELLOW,4,3
"vomiting, mild headache, painful urination, mild fatigue, persistent fatigue, insomnia",YELLOW,4,6
"persistent fatigue, dehydration",YELLOW,4,2
"chronic indigestion, severe burn, blood in stool, muscle soreness after exercise",ORANGE,6,4
"minor fracture pain, back pain, weight loss unintentional",YELLOW,4,3
"slight sore throat, watery eyes",GREEN,1,2
mild headache,GREEN,1,1
"spinal injury suspected, eye pain, gunshot wound, stuffy nose, diarrhea, no pulse detected",RED,7,6
"mild stomach discomfort, mild sunburn, minor rash",GREEN,2,3
"mild stomach discomfort, mild nausea, migraine",YELLOW,4,3
"occasional heartburn, weight loss unintentional, minor mouth ulcer, mild itching, joint pain",YELLOW,4,5
"sneezing, abdominal pain, vomiting blood, hiccups",ORANGE,6,4
"no pulse detected, shortness of breath, toothache severe, drowning, seizure continuous, blurred vision",RED,7,6
"massive hemorrhage, drowning, eye pain, tension pneumothorax",RED,7,4
"skin rash with fever, fever",YELLOW,4,2
"hiccups, mild nausea, loss of consciousness prolonged, minor rash",RED,7,4
"blood in stool, severe asthma attack",ORANGE,6,2
"mild stomach discomfort, runny nose, minor rash",GREEN,2,3
"mild cough, chest tightness, occasional heartburn, dry skin",YELLOW,4,4
"severe headache, sudden weakness",ORANGE,5,2
"common cold, cardiac arrest, not breathing",RED,7,3
"heart attack symptoms, drowning, slight sore throat, gunshot wound",RED,7,4
"tension pneumothorax, multi organ failure signs, severe trauma, broken bone visible",RED,7,4
"runny nose, eye injury, septic shock symptoms",RED,7,3
"loss of consciousness prolonged, watery eyes, mild itching",RED,7,3
minor fracture pain,YELLOW,4,1
minor bruise,GREEN,1,1
"minor fracture pain, nausea and vomiting, numbness in fingers",YELLOW,4,3
"spinal injury suspected, cardiac arrest, persistent fatigue, chest pain",RED,7,4
watery eyes,GREEN,1,1
"paper cut, mild body ache, dandruff",GREEN,2,3
broken bone visible,ORANGE,6,1
"stuffy nose, broken bone visible",ORANGE,6,2
"choking, chest pain, watery eyes, gunshot wound, paper cut",RED,7,5
"severe headache, severe allergic reaction, joint pain",ORANGE,6,3
tension pneumothorax,RED,7,1
"stuffy nose, mild sunburn, minor rash",GREEN,2,3
"severe nosebleed, persistent cough",ORANGE,5,2
"no pulse detected, not breathing, head injury, seizure single",RED,7,4
"mild nausea, insomnia",GREEN,2,2
muscle cramps,YELLOW,3,1
"mild itching, runny nose",GREEN,1,2
"broken bone visible, diabetic emergency, eye injury, nausea and vomiting, swollen lymph nodes",ORANGE,6,5
"skin infection, mild sunburn, mild nausea, dry skin",YELLOW,3,4
"sprained ankle, hiccups, runny nose, mild cough, blood in urine",YELLOW,4,5
sneezing,GREEN,1,1
"mild stomach discomfort, runny nose, mild nausea",GREEN,2,3
"no pulse detected, numbness one side, septic shock symptoms, not breathing",RED,7,4
minor mouth ulcer,GREEN,2,1
"mild body ache, tension pneumothorax, difficulty breathing, coughing blood",RED,7,4
"runny nose, mild acne, mild fatigue",GREEN,2,3
"mild constipation, stroke symptoms",RED,7,2
"skin rash with fever, mild bloating, no pulse detected, nausea and vomiting",RED,7,4
"septic shock symptoms, seizure continuous, gunshot wound",RED,7,3
"head injury, numbness one side",ORANGE,6,2
"facial drooping, diabetic emergency, sneezing, drug overdose suspected",ORANGE,6,4
"facial drooping, seizure continuous",RED,7,2
"common cold, watery eyes, mild sunburn",GREEN,2,3
"minor rash, occasional heartburn, persistent cough, urinary burning",YELLOW,4,4
"cardiac arrest, chest pain",RED,7,2
"common cold, sneezing, mild allergies",GREEN,2,3
mild acne,GREEN,1,1
"wheezing, migraine",YELLOW,4,2
"minor rash, mild nausea",GREEN,2,2
"mild itching, mild bloating, mild anxiety",GREEN,2,3
"ear pain, persistent headache",YELLOW,3,2
severe dehydration,ORANGE,5,1
"gunshot wound, high fever with chills, cardiac arrest, ankle swelling",RED,7,4
"animal bite deep, severe back pain radiating, chest pain, persistent fatigue",RED,7,4
"spinal injury suspected, cardiac arrest, stab wound, chapped lips, mild headache, slight sore throat",RED,7,6
muscle soreness after exercise,GREEN,2,1
minor bruise,GREEN,1,1
"night sweats, high fever with chills, sudden weakness, migraine, shortness of breath",ORANGE,6,5
"minor rash, minor fracture pain, blurred vision, mild headache",YELLOW,4,4
"mild allergies, watery eyes",GREEN,2,2
"broken bone visible, difficulty speaking suddenly",ORANGE,6,2
"numbness in fingers, loss of consciousness brief, frequent urination, mild sunburn",ORANGE,6,4
"blood in stool, multi organ failure signs, broken bone visible",RED,7,3
"insomnia, loss of consciousness prolonged, severe nosebleed",RED,7,3
"persistent headache, not breathing, chemical exposure",RED,7,3
"mild anxiety, mild constipation",GREEN,2,2
"runny nose, severe asthma attack, high fever with chills, severe dehydration",ORANGE,6,4
"drowning, fever, drug overdose suspected",RED,7,3
hiccups,GREEN,1,1
occasional heartburn,GREEN,2,1
"mild cough, blurred vision, slight sore throat, mild body ache",YELLOW,4,4
"runny nose, mild cough",GREEN,1,2
"ankle swelling, unconscious, mild allergies, shortness of breath, electrocution",RED,7,5
"dry skin, mild stomach discomfort, common cold",GREEN,2,3
"hiccups, frequent urination, mild sunburn, sneezing",YELLOW,3,4
"severe head trauma, multi organ failure signs, stroke symptoms",RED,7,3
"skin infection, dehydration",YELLOW,4,2
"chapped lips, blood in urine, mild acne, mild headache, migraine",YELLOW,4,5
"urinary burning, hiccups, mild body ache, dandruff, nausea and vomiting",YELLOW,4,5
dandruff,GREEN,1,1
stuffy nose,GREEN,1,1
"watery eyes, mild constipation",GREEN,2,2
"chapped lips, runny nose",GREEN,1,2
"stuffy nose, chapped lips, mild allergies",GREEN,2,3
"paper cut, mild stomach discomfort",GREEN,2,2
"fever, eye pain, muscle cramps, paper cut",YELLOW,4,4
"dandruff, mild sunburn, mild anxiety",GREEN,2,3
"common cold, hiccups, joint pain",YELLOW,3,3
"drowning, loss of consciousness prolonged, tension pneumothorax",RED,7,3
severe headache,ORANGE,5,1
"dry skin, watery eyes",GREEN,1,2
"coughing blood, severe infection signs, severe dehydration, swollen lymph nodes",ORANGE,6,4
chemical exposure,ORANGE,6,1
"severe bleeding uncontrolled, massive hemorrhage, tension pneumothorax",RED,7,3
persistent headache,YELLOW,3,1
"poisoning suspected, paper cut",ORANGE,6,2
"mild fatigue, severe headache",ORANGE,5,2
"mild headache, paper cut",GREEN,1,2
"drowning, stab wound, gunshot wound, ankle swelling",RED,7,4
"slight sore throat, mild itching",GREEN,1,2
"seizure single, severe asthma attack",ORANGE,6,2
"difficulty breathing, stuffy nose, muscle cramps",ORANGE,6,3
"high fever, wheezing",YELLOW,4,2
"stroke symptoms, choking, frequent urination",RED,7,3
stab wound,RED,7,1
"numbness in fingers, night sweats, persistent headache, mild allergies, paper cut, common cold",YELLOW,4,6
"back pain, jaundice",YELLOW,4,2
"numbness in fingers, paper cut, back pain, mild anxiety, swollen lymph nodes, mild body ache",YELLOW,3,6
"wheezing, paper cut, mild bloating, mild itching, chest tightness, high fever",YELLOW,4,6
"severe back pain radiating, broken bone visible",ORANGE,6,2
chest pain,RED,7,1
"mild cough, mild stomach discomfort, chapped lips",GREEN,2,3
"blood in urine, sprained ankle, mild acne",YELLOW,4,3
"vomiting, painful urination, diabetic emergency, chemical exposure",ORANGE,6,4
"insomnia, watery eyes",GREEN,2,2
vomiting blood,ORANGE,6,1
"minor bruise, stuffy nose",GREEN,1,2
"open wound deep, animal bite deep, shortness of breath",ORANGE,6,3
"migraine, severe pain, mild allergies",ORANGE,5,3
"blood in urine, stuffy nose, diarrhea",YELLOW,4,3
"blood in stool, mild acne, muscle soreness after exercise, seizure single, mild nausea, confusion",ORANGE,5,6
"choking, spinal injury suspected, not breathing",RED,7,3
"jaundice, severe abdominal pain, tension pneumothorax, electrocution, massive hemorrhage, abdominal pain",RED,7,6
"anaphylaxis, not breathing",RED,7,2
"mild cough, slight sore throat",GREEN,1,2
"mild cough, mild stomach discomfort, mild itching",GREEN,2,3
"common cold, stuffy nose, mild fatigue",GREEN,2,3
"severe bleeding uncontrolled, loss of consciousness prolonged, unconscious",RED,7,3
"mild bloating, nausea and vomiting, sneezing, mild cough",YELLOW,4,4
"mild constipation, persistent headache, mild cough, persistent cough, minor fracture pain",YELLOW,4,5
no pulse detected,RED,7,1
stroke symptoms,RED,7,1
"severe burn, animal bite deep, eye injury, ankle swelling, mild itching, hiccups",ORANGE,6,6
mild stomach discomfort,GREEN,2,1
"slight sore throat, runny nose",GREEN,1,2
"vomiting blood, severe abdominal pain",ORANGE,6,2
"ear pain, vomiting, persistent cough",YELLOW,4,3
"insomnia, swollen lymph nodes, occasional heartburn, minor bruise",YELLOW,3,4
"mild stomach discomfort, stuffy nose, mild nausea",GREEN,2,3
"paper cut, sprained ankle, dry skin",YELLOW,3,3
"unconscious, watery eyes, vomiting blood, loss of consciousness prolonged, mild bloating",RED,7,5
"no pulse detected, electrocution, stroke symptoms, fever",RED,7,4
"nausea and vomiting, blurred vision, blue lips",RED,7,3
"skin infection, nausea and vomiting, mild acne",YELLOW,4,3
difficulty speaking suddenly,ORANGE,6,1
"severe bleeding uncontrolled, tension pneumothorax, seizure continuous",RED,7,3
"toothache severe, common cold",YELLOW,3,2
"mild itching, mild headache, minor rash",GREEN,2,3
"stuffy nose, chapped lips, mild anxiety",GREEN,2,3
minor bruise,GREEN,1,1
"mild headache, insomnia",GREEN,2,2
"facial drooping, mild fatigue, hiccups, severe nosebleed, nausea and vomiting",ORANGE,6,5
"persistent cough, mild headache, numbness in fingers",YELLOW,3,3
"stroke symptoms, anaphylaxis, septic shock symptoms",RED,7,3
"difficulty breathing, skin rash with fever, stab wound, stroke symptoms, watery eyes",RED,7,5
"open wound deep, sudden weakness",ORANGE,5,2
"gunshot wound, choking",RED,7,2
"migraine, diarrhea, minor rash, nausea and vomiting, mild bloating",YELLOW,4,5
watery eyes,GREEN,1,1
"mild anxiety, slight sore throat, numbness in fingers",YELLOW,3,3
"mild anxiety, nausea and vomiting, mild cough, mild fatigue",YELLOW,4,4
"joint pain, sneezing, persistent fatigue",YELLOW,3,3
"mild anxiety, high fever, night sweats, chronic indigestion, minor bruise",YELLOW,4,5
"mild anxiety, ankle swelling, mild itching, abdominal pain, sneezing",YELLOW,4,5
hiccups,GREEN,1,1
mild fatigue,GREEN,2,1
"ankle swelling, vomiting, eye pain",YELLOW,4,3
"animal bite deep, facial drooping, head injury",ORANGE,6,3
"high fever with chills, difficulty breathing",ORANGE,6,2
"eye pain, diabetic emergency, vomiting blood, dry skin, mild allergies",ORANGE,6,5
persistent fatigue,YELLOW,3,1
"severe abdominal pain, severe back pain radiating, mild sunburn, persistent cough, minor mouth ulcer",ORANGE,6,5
